sex,birth,education,family,job,rich,religion,voting,politics,x,y,location,lang
m,1975,3,1,13,1,1,3,1,-0.4,0.18,,u
m,1984,1,1,7,4,1,,1,-0.25,0.1,59,u
f,1993,1,2,3,2,2,1,3,-0.2,-0.15,46,u
m,1979,1,3,6,5,8,11,1,-0.28,-0.25,,u
m,1971,3,2,2,2,1,3,2,-0.68,-0.15,0,u
f,1981,1,2,2,5,5,1,1,-0.45,-0.5,0,u
m,1988,2,2,3,5,2,6,2,0.2,-0.35,26,u
m,1982,1,1,3,4,6,11,1,0.05,-0.48,26,u
f,1979,1,1,1,2,,10,3,-0.18,-0.33,,u
m,1982,5,1,16,2,1,10,3,-0.18,-0.13,,u
f,1992,1,2,10,1,2,2,3,0.08,-0.08,26,u
f,1995,3,2,9,1,1,10,3,-0.2,0,26,u
m,,3,1,6,4,9,10,2,-0.05,-0.45,26,u
m,1990,1,2,10,1,9,3,3,0.03,0.15,26,u
f,1969,1,1,3,1,1,3,1,-0.38,0.33,26,u
m,1990,1,2,6,5,9,2,2,0,-0.3,,u
m,1987,1,2,2,2,8,11,1,-0.05,-0.23,26,u
m,1966,1,1,11,1,2,10,1,-0.13,0,26,u
m,,1,2,4,2,1,2,1,0.25,0,,u
f,1989,1,2,8,5,1,2,3,-0.18,-0.2,46,u
f,1992,3,2,3,2,1,10,1,-0.2,0,32,u
f,,1,1,16,2,1,1,3,-0.18,-0.43,32,u
m,1987,1,2,7,,1,5,1,0.15,-0.05,74,u
m,1986,2,2,10,,8,,3,-0.18,-0.7,0,u
m,1996,3,2,9,1,8,11,1,-0.08,-0.45,32,u
m,1973,3,4,13,2,1,2,1,-0.15,-0.23,14,u
f,1988,1,2,6,6,1,2,2,-0.33,-0.6,32,u
m,1982,1,2,3,2,1,3,1,-0.3,0.13,26,u
m,1980,3,1,6,7,8,10,1,0.18,-0.43,,u
f,1988,1,2,14,3,1,1,3,0.03,-0.23,46,u
m,1994,3,2,9,1,2,3,3,-0.08,-0.1,46,u
f,1993,1,2,11,3,8,10,1,-0.1,-0.63,46,u
m,1993,3,2,9,1,8,2,3,0.15,-0.83,46,u
f,,1,1,3,1,1,6,3,-0.28,-0.05,48,u
m,1997,3,2,9,1,1,2,3,-0.25,-0.28,46,u
m,,1,4,16,,1,1,2,-0.2,0.05,,u
m,1996,3,2,6,1,8,10,2,0.28,-0.33,46,u
m,1986,1,1,6,5,2,2,1,0.03,-0.58,46,u
m,1979,1,1,8,7,8,2,1,0.03,-0.6,46,u
m,1981,1,1,11,2,1,11,3,-0.4,-0.43,46,u
f,1991,3,3,7,4,2,11,1,0.28,-0.38,46,u
m,1992,3,2,8,2,3,10,1,0.13,-0.43,46,u
f,1992,1,2,3,4,1,8,3,-0.2,0.2,46,u
f,1987,1,1,6,7,1,1,3,-0.35,-0.2,,u
f,1976,1,2,1,3,2,2,1,-0.05,0.08,,u
f,1989,3,3,2,2,2,5,1,-0.18,-0.28,46,u
f,1990,1,2,6,5,2,3,4,-0.1,0,26,u
m,1987,1,1,2,3,8,11,1,0.85,-0.45,,u
f,1989,1,1,3,1,2,2,3,-0.25,-0.38,46,u
m,1993,1,2,4,2,2,10,1,-0.28,0.05,46,u
m,,1,1,7,3,2,6,1,-0.28,-0.08,46,u
m,1987,1,1,4,3,8,11,1,0.75,-0.35,,u
m,,1,1,2,3,8,11,1,0.85,-0.18,,u
m,1986,1,2,6,5,1,6,3,-0.25,0,0,u
f,1993,1,2,3,2,1,10,1,-0.18,-0.65,12,u
m,1977,1,3,6,3,8,1,1,-0.03,0.05,32,u
,,1,2,16,7,8,11,1,-0.15,-0.25,51,u
m,1989,1,1,11,3,8,6,3,0.13,0,32,u
m,1988,2,2,10,2,9,10,2,-0.23,-0.6,32,u
m,,1,3,6,2,1,,,0.18,0.08,5,u
m,1990,1,2,6,2,1,1,1,0.25,-0.1,32,u
m,1976,5,1,4,1,1,1,2,-0.05,-0.3,12,u
m,1960,2,3,6,6,8,2,3,-0.05,-0.28,5,u
f,,,,5,,,,,-0.08,-0.7,,u
m,1993,1,2,3,1,1,2,1,0.05,0,32,u
m,1984,1,2,3,4,1,1,1,0,-0.23,32,u
m,1991,2,2,3,3,1,2,2,-0.13,-0.15,,u
m,,3,2,9,1,4,,3,-0.18,0.05,56,u
f,1990,1,2,2,3,1,2,1,-0.35,-0.53,32,u
m,1987,2,2,7,6,1,1,2,-0.1,-0.05,32,u
m,1986,1,1,11,2,8,3,1,-0.05,0.05,,u
m,1991,1,2,8,1,8,10,1,-0.55,-0.58,23,u
m,1970,3,2,6,2,8,11,2,-0.1,-0.23,7,u
m,1992,1,2,8,2,8,4,3,0.43,-0.43,,u
m,1972,1,1,6,4,8,1,1,-0.05,-0.4,32,u
f,1985,3,1,12,2,8,2,1,-0.18,-0.15,68,u
m,1978,1,1,12,1,1,3,2,-0.35,0.25,,u
m,1974,1,1,7,7,1,1,3,0.08,-0.2,32,u
,,,,5,,,,,0.03,-0.4,51,u
m,1993,1,2,4,3,8,10,2,-0.35,-0.3,7,u
m,1992,1,2,10,4,8,6,1,0.25,-0.55,7,u
f,1972,1,1,11,3,1,1,1,0.08,-0.05,68,u
m,1980,1,1,7,,1,,2,-0.05,0.18,,u
f,,1,2,9,3,8,11,1,-0.4,-0.65,51,u
m,1991,1,2,7,2,2,10,2,0.18,-0.53,46,u
m,,2,2,7,6,9,2,2,0.63,-0.38,,u
m,1990,1,2,2,1,8,10,3,-0.23,-0.35,56,u
m,1983,1,4,16,2,8,10,1,-0.13,-0.7,56,u
m,1975,1,3,2,4,8,10,3,-0.3,-0.6,32,u
f,1977,1,3,7,7,9,1,1,-0.23,-0.25,32,u
f,1998,3,2,9,1,8,11,2,0.4,-0.78,32,u
f,1985,1,1,8,3,8,1,3,-0.08,-0.4,32,u
f,,,1,5,,,,4,0.2,0.05,32,u
m,1980,1,1,3,5,1,10,3,-0.05,-0.13,32,u
f,1992,1,2,13,,1,2,1,-0.13,-0.43,32,u
m,1983,1,1,3,4,4,5,2,0.23,-0.28,32,u
f,1991,1,2,7,7,1,11,3,-0.1,-0.13,0,u
f,1992,1,2,6,7,8,10,3,-0.23,-0.13,,u
f,,1,1,7,5,8,1,3,-0.38,-0.3,,u
f,,1,1,8,4,1,10,2,-0.18,-0.28,46,u
f,1979,1,1,12,1,8,11,3,-0.08,-0.6,12,u
m,1967,2,1,7,6,1,11,3,0.43,-0.4,0,u
f,1981,1,2,11,6,8,11,2,-0.2,-0.9,,u
f,1985,1,4,2,2,1,11,3,-0.48,-0.68,32,u
m,1994,1,2,10,3,8,2,1,-0.2,-0.33,32,u
f,1991,1,2,2,3,2,2,3,-0.4,-0.6,32,u
m,1983,1,1,3,3,8,11,3,-0.25,0.18,32,u
f,1986,1,1,2,3,1,10,3,-0.03,-0.48,32,u
m,1989,1,1,6,5,8,3,3,-0.03,-0.38,32,u
f,1985,1,2,3,5,9,2,1,-0.08,-0.3,32,u
m,1976,3,4,6,2,8,11,1,0.05,-0.33,,u
f,1990,1,2,11,4,8,1,1,0.33,-0.7,,u
f,1973,1,2,3,5,1,10,1,0.05,-0.55,32,u
f,1992,1,2,16,2,8,6,3,-0.38,-0.5,32,u
m,1985,1,2,5,4,1,10,2,0,-0.1,,u
m,,1,1,7,1,1,11,3,-0.45,-0.45,32,u
,,,,5,,,,,-0.18,-0.55,,u
m,,1,2,5,3,8,10,3,0.18,-0.18,,u
f,1995,3,2,9,1,8,2,2,-0.38,-0.53,32,u
m,1973,3,3,8,6,2,5,2,-0.15,-0.05,32,u
f,1991,2,3,2,4,1,10,3,-0.18,-0.38,32,u
m,1983,1,2,6,2,8,2,2,0.23,-0.55,,u
m,1989,3,2,6,1,8,4,1,0,0.18,32,u
f,1986,1,4,16,,8,2,2,-0.23,-0.33,32,u
f,,3,2,9,1,8,11,3,-0.28,-0.2,32,u
m,,3,2,4,1,1,10,3,-0.38,0.1,32,u
m,1990,1,2,6,5,8,5,2,0.45,-0.23,32,u
f,1979,1,1,11,6,1,5,3,-0.05,-0.18,32,u
m,1990,1,2,9,2,8,11,1,-0.05,-0.38,,u
m,,1,2,9,1,8,11,1,0.35,-0.45,,u
m,1990,1,2,7,3,7,11,2,0.1,-0.1,32,u
f,1982,1,1,7,5,2,1,1,-0.05,-0.25,32,u
m,1990,1,2,4,7,1,2,3,0.4,-0.58,46,u
m,1975,1,1,7,2,8,10,2,0.23,-0.53,32,u
m,1991,1,2,3,3,1,2,1,0.13,-0.43,,u
m,1989,2,1,5,1,4,1,3,0.15,0.08,,u
m,,2,1,5,5,1,2,1,-0.03,-0.1,32,u
f,1990,1,2,16,4,1,2,2,-0.03,0.1,32,u
m,1985,1,1,3,4,1,5,,-0.13,-0.65,32,u
f,1991,1,2,6,3,1,11,1,0.13,-0.3,32,u
m,1986,1,1,6,6,8,5,2,0.05,-0.28,32,u
f,1992,3,1,16,4,1,11,1,-0.05,-0.28,32,u
f,1990,1,2,3,6,1,7,1,-0.08,0.05,32,u
f,1958,1,3,5,3,8,11,3,-0.53,-0.53,,u
m,,1,2,6,2,1,11,1,0,-0.55,32,u
m,1991,1,1,5,3,4,11,3,-0.28,0.25,,u
m,1988,1,2,16,3,8,10,1,0.25,-0.73,32,u
m,1988,1,1,6,7,1,11,3,0.25,-0.53,59,u
m,1991,1,2,10,2,2,2,1,0.05,-0.63,32,u
f,1985,1,1,5,3,1,3,3,-0.7,-0.68,32,u
m,1990,1,2,10,1,1,1,3,-0.35,-0.18,32,u
m,1985,3,2,2,3,8,11,3,-0.13,-0.4,14,u
m,1985,1,1,6,7,8,3,1,0.15,-0.28,32,u
m,1990,1,2,6,5,8,2,1,-0.15,-0.58,,u
m,1990,3,2,2,3,8,2,1,0.13,-0.25,26,u
f,1971,,,5,,,,,-0.1,0.25,46,u
m,1993,3,2,9,,1,2,3,0.03,-0.25,32,u
f,1976,1,2,7,3,1,1,2,0,-0.48,32,u
f,1988,1,1,3,2,8,11,1,0.13,-0.33,14,u
m,,1,1,5,3,1,11,1,-0.58,-0.1,,u
m,1985,3,2,16,5,8,11,4,-0.1,-0.58,32,u
m,1980,1,1,16,4,1,2,1,-0.18,-0.28,32,u
f,1973,1,1,11,6,1,2,3,-0.3,-0.4,,u
f,1997,3,2,9,2,1,11,3,-0.15,-0.58,32,u
f,1996,3,2,5,3,8,10,2,-0.2,-0.35,12,u
m,1992,1,1,9,1,9,6,3,-0.05,-0.5,32,u
f,1983,1,2,6,6,5,2,3,-0.1,0.03,32,u
f,1989,1,2,3,1,1,6,3,-0.3,0.15,32,u
m,1988,1,4,7,5,1,11,2,-0.1,-0.13,7,u
m,1976,2,2,10,3,1,11,1,0.03,-0.23,,u
m,1985,4,1,3,4,8,11,4,-0.23,-0.7,32,u
f,1972,1,4,3,2,9,1,1,0.18,-0.28,,u
m,1984,1,1,6,4,9,6,1,-0.05,-0.45,32,u
f,,1,,5,3,,,,0.13,-0.75,,u
m,1988,1,2,2,2,1,11,3,-0.13,0.38,32,u
m,1985,3,1,6,2,8,2,2,0.13,-0.38,32,u
m,1983,1,1,2,7,8,2,3,-0.1,-0.1,,u
m,1982,1,1,6,5,8,10,3,0.18,-0.33,32,u
m,1993,1,2,9,4,8,9,2,0.1,-0.65,12,u
f,1994,3,2,9,1,8,2,1,-0.35,-0.75,0,u
f,1993,1,2,2,5,8,11,3,-0.33,-0.43,0,u
m,1981,1,1,7,6,2,11,1,0.5,0.7,43,u
m,1980,1,2,3,6,1,11,3,-0.13,-0.03,32,u
m,1983,1,2,8,2,8,1,1,-0.08,-0.78,5,u
m,1994,1,1,14,4,1,10,2,0.15,-0.6,32,u
f,1992,1,1,8,6,1,11,3,-0.1,-0.23,0,u
,,,,5,,,,,-0.2,-0.35,32,u
m,1989,1,2,11,1,1,6,1,-0.05,-0.73,46,u
m,1993,1,2,6,5,8,1,1,0.28,-0.63,32,u
f,1993,3,4,9,2,1,3,1,0.2,-0.18,32,u
m,1989,1,2,7,3,1,1,2,-0.08,0.35,32,u
m,1986,1,1,6,7,8,1,1,0.18,-0.55,32,u
m,1991,1,2,6,6,8,10,3,0.2,-0.45,32,u
m,1990,3,1,10,2,9,10,2,-0.13,0.28,,u
,,,,5,,,,,-0.03,-0.45,32,u
m,1971,1,1,7,4,1,2,3,0.25,0.08,,u
f,1963,1,1,8,3,1,2,1,0,-0.15,,u
f,1984,1,1,7,3,1,10,1,-0.1,-0.58,32,u
m,1986,1,1,6,7,8,10,1,0.78,-0.6,32,u
f,1959,1,1,11,6,8,10,1,0.3,-0.73,32,u
f,1995,3,2,9,1,8,11,1,-0.18,-0.3,32,u
m,1975,1,2,7,3,1,3,1,-0.05,-0.28,32,u
f,1988,1,,16,3,9,11,3,0.1,-0.08,32,u
f,1989,1,1,16,3,1,2,1,0.35,-0.28,56,u
m,1992,1,2,6,4,1,11,4,0.05,-0.48,,u
m,1991,1,2,2,3,8,5,3,-0.2,-0.3,32,u
f,1984,1,1,2,6,1,11,3,0.18,0.18,32,u
m,,1,2,9,,8,,3,-0.13,-0.5,32,u
m,,1,1,7,6,1,10,3,0.23,-0.15,32,u
m,,,,5,,,11,,0.05,-0.7,,u
m,1989,1,1,2,4,8,11,1,0,-0.05,32,u
f,1991,1,2,16,2,8,6,,0.28,-0.2,,u
m,1983,1,1,14,5,1,1,3,-0.1,-0.2,32,u
f,1974,1,1,13,,1,2,1,-0.23,-0.58,,u
f,1983,1,1,3,2,1,5,1,0.03,-0.08,32,u
m,1990,1,2,1,1,1,3,2,-0.4,0.23,,u
m,,6,1,5,2,9,6,1,-0.1,-0.4,,u
f,1984,3,1,8,1,1,4,1,-0.13,0.1,,u
m,1979,3,1,6,5,8,11,1,0.08,-0.6,32,u
m,1988,1,1,6,6,8,1,3,-0.18,-0.1,32,u
f,1996,3,2,9,1,2,11,1,-0.28,-0.18,51,u
f,1990,1,1,3,4,6,10,2,0.15,-0.13,51,u
m,1968,1,1,6,5,1,5,,0.1,-0.48,51,u
m,,1,1,16,5,8,1,1,0.2,-0.45,51,u
f,,,,5,,,,,0,-0.45,,u
m,1968,1,1,11,3,1,1,1,-0.05,-0.33,12,u
m,,1,2,6,6,8,6,1,-0.1,-0.2,12,u
m,1989,3,2,2,2,8,2,3,0.13,-0.35,7,u
m,1991,1,2,10,1,1,3,1,-0.18,-0.63,26,u
m,1974,5,4,6,3,3,10,1,-0.05,-0.38,56,u
m,1980,1,3,4,3,8,2,1,-0.1,-0.4,56,u
m,1962,1,1,2,2,8,1,1,-0.05,-0.13,56,u
f,1984,1,1,8,4,1,10,2,0.03,0,12,u
m,1988,3,2,6,2,8,11,3,-0.45,-0.63,9,u
f,1960,1,2,3,1,2,3,3,-0.18,-0.33,,u
m,1995,5,2,9,1,9,3,2,-0.15,0.33,23,u
m,,1,1,2,4,2,2,2,-0.33,-0.18,26,u
f,1966,1,2,7,3,8,1,3,-0.08,-0.28,65,u
f,1973,1,1,16,1,8,2,3,-0.23,-0.53,12,u
m,1986,1,1,6,6,2,1,1,-0.3,0.05,,u
m,1986,3,1,3,3,8,11,1,0.4,-0.23,14,u
m,1988,3,2,16,1,2,11,1,-0.1,0.45,12,u
m,1967,1,1,6,7,,2,1,0.1,0.13,32,u
m,1990,3,2,13,1,3,1,1,0.05,-0.53,5,u
m,1991,3,2,3,3,2,1,1,-0.18,0.1,68,u
f,1996,3,2,2,2,8,11,1,-0.15,-0.55,68,u
m,1992,1,2,8,1,1,5,1,0.18,-0.43,12,u
f,1997,3,2,9,1,2,11,3,0.18,-0.28,46,u
f,1969,1,1,16,3,8,10,1,-0.28,-0.1,,u
m,1994,3,2,16,4,1,10,,-0.13,-0.03,59,u
f,1994,5,2,9,1,9,11,1,-0.48,0.13,26,u
m,1988,1,1,3,1,1,1,1,-0.18,-0.5,26,u
f,1980,1,1,8,1,1,1,3,-0.33,0.18,61,u
m,1990,1,2,7,4,1,6,1,-0.45,-0.5,23,u
m,1989,1,2,7,2,8,5,1,0.2,-0.33,12,u
f,1989,2,2,3,2,2,10,1,-0.1,-0.15,46,u
m,1962,1,1,6,2,1,8,2,-0.1,-0.25,,u
m,1963,3,1,7,2,1,1,3,-0.18,-0.7,,u
m,1971,2,2,11,3,8,11,1,-0.18,-0.55,65,u
m,1978,1,2,6,2,8,2,1,0.05,-0.25,65,u
f,1990,1,2,6,4,8,11,3,-0.18,-0.63,12,u
f,1965,1,1,5,1,1,1,3,-0.45,0.15,18,u
m,1964,5,3,16,1,8,2,3,0,-0.15,,u
f,,1,1,3,2,9,10,1,-0.48,-0.33,61,u
m,1984,1,2,5,1,8,11,1,-0.23,-0.48,,u
m,,,,5,,,,,0.15,-0.55,43,u
f,1974,1,1,12,3,9,10,3,-0.2,-0.15,63,u
m,1974,5,1,8,4,1,3,1,0.08,-0.23,71,u
m,1987,1,1,6,6,8,10,3,-0.18,0,18,u
m,1993,3,2,9,1,8,1,3,-0.1,-0.03,63,u
m,1966,1,3,10,4,8,5,1,-0.13,-0.4,,u
m,1979,1,1,6,5,8,1,1,0,-0.63,63,u
f,1961,1,1,5,1,1,1,1,-0.23,-0.13,,u
f,1963,1,3,1,3,1,2,2,-0.18,-0.55,63,u
f,1977,1,1,7,3,1,2,3,0.05,0.23,,u
f,1989,3,2,4,1,8,11,1,-0.28,-0.63,63,u
f,1958,1,3,7,2,8,10,1,0,0,,u
f,1962,5,3,5,1,1,3,3,-0.03,-0.03,,u
m,1988,1,1,3,1,8,2,3,0.18,-0.23,71,u
m,1991,1,2,2,2,1,2,2,0.08,-0.35,63,u
m,1980,1,1,7,4,1,2,1,-0.35,-0.28,,u
m,,1,2,3,1,8,2,2,-0.15,-0.35,56,u
f,1981,1,3,11,7,1,2,2,0.03,-0.3,32,u
f,1997,6,2,9,1,1,11,3,-0.38,-0.05,74,u
f,,1,2,3,,2,,1,-0.33,0.1,46,u
m,1999,5,,5,,8,6,3,-0.03,-0.43,46,u
m,1972,,1,7,5,1,3,1,-0.05,-0.15,77,u
m,1983,1,1,14,2,9,2,1,0.13,-0.25,,u
f,1961,1,3,2,1,1,2,1,-0.38,-0.23,65,u
m,1970,3,3,15,1,8,2,1,0.05,-0.4,12,u
m,1966,1,1,15,4,8,1,1,0.18,-0.68,71,u
m,1994,3,1,7,1,1,10,1,0.33,0.25,,u
m,1994,2,2,3,1,3,10,2,0.4,-0.73,5,u
f,1975,2,1,1,6,2,6,3,0.05,-0.18,,u
f,1988,1,2,7,6,8,10,1,0,-0.05,0,u
m,1983,1,1,6,7,8,2,2,0.4,-0.43,71,u
f,1989,1,1,12,1,1,1,1,-0.3,0,0,u
m,1957,3,3,14,2,8,2,1,-0.03,-0.43,,u
f,1992,3,2,9,1,8,2,2,-0.6,-0.63,32,u
f,1983,3,1,2,2,8,10,1,-0.3,-0.75,63,u
m,1984,1,2,11,4,1,7,1,-0.25,-0.03,0,u
f,1997,3,2,9,1,2,11,3,-0.15,-0.25,68,u
f,1988,3,2,3,1,8,11,3,-0.15,-0.13,68,u
m,1991,1,2,7,3,8,11,1,-0.35,-0.28,32,u
m,1996,3,2,9,1,8,2,3,-0.05,-0.1,,u
f,1978,1,1,7,4,2,6,1,-0.15,0.3,,u
m,1990,1,1,3,5,8,11,1,-0.03,-0.38,46,u
m,1975,1,1,7,5,2,10,3,0.18,-0.18,46,u
f,1951,1,1,5,1,1,2,1,-0.25,-0.13,46,u
m,2000,5,2,9,1,8,11,1,0.15,-0.33,46,u
m,1995,3,2,9,1,2,4,1,0.08,0.08,46,u
f,1992,1,2,2,4,1,1,3,-0.38,-0.05,,u
f,1993,1,2,8,1,9,2,3,-0.13,-0.03,46,u
m,1969,1,1,6,2,1,2,1,-0.05,0.18,61,u
m,1979,5,2,5,1,2,2,2,-0.13,0.03,61,u
f,1992,3,2,16,2,8,6,4,-0.38,-0.33,61,u
m,1974,3,1,16,5,2,11,2,-0.18,0.43,26,u
f,,,2,5,,2,,,-0.03,-0.28,61,u
m,1974,1,1,3,2,1,10,2,0.08,-0.3,61,u
m,1972,1,1,7,7,9,10,1,0.08,-0.45,56,u
m,1965,1,1,14,6,2,1,1,0.03,-0.03,32,u
m,1989,2,2,3,1,1,8,2,-0.18,-0.08,21,u
f,1982,1,1,10,1,5,10,1,-0.03,0.03,12,u
m,1993,3,2,9,3,8,6,3,-0.15,0.18,32,u
f,1987,1,2,6,5,8,11,3,-0.13,-0.18,32,u
m,1989,1,2,3,3,8,2,1,0.13,-0.53,32,u
m,1980,1,1,6,5,1,11,3,0.05,0.1,32,u
f,1981,3,2,6,6,4,10,3,0,-0.6,32,u
m,1978,1,1,6,7,1,2,1,0,-0.45,32,u
f,1973,1,1,7,5,1,11,3,-0.2,0.13,,u
m,1965,1,1,7,,8,2,1,0.03,-0.75,23,u
m,1987,3,2,9,2,8,10,3,-0.4,-0.38,32,u
f,1987,1,2,3,4,8,10,1,0.45,-0.88,32,u
f,1990,1,1,1,3,1,3,1,-0.15,-0.23,32,u
m,1993,3,2,1,2,1,10,3,-0.58,-0.43,32,u
f,1989,1,2,11,3,1,11,1,0.2,-0.2,,u
f,1994,3,2,3,2,9,11,1,-0.45,-0.4,14,u
f,1986,3,1,12,5,8,6,3,0.05,-0.6,,u
m,1975,1,1,3,6,8,2,2,0.1,-0.15,74,u
f,1967,1,3,6,4,1,3,1,-0.38,0.2,32,u
m,1987,1,1,6,6,8,5,1,0.08,-0.4,,u
f,1989,2,1,3,2,1,11,3,-0.18,-0.1,,u
m,1991,1,2,3,4,8,10,3,-0.1,-0.38,32,u
m,1967,1,1,16,5,8,11,3,-0.28,-0.15,32,u
f,1971,2,4,10,1,9,1,2,-0.7,-0.85,,u
f,1979,1,1,6,,8,1,1,-0.23,-0.53,32,u
m,,1,2,6,7,9,10,4,0.43,-0.38,32,u
f,1979,1,1,5,4,8,11,1,0.05,-0.4,,u
f,1988,1,2,2,3,8,2,1,-0.28,-0.85,32,u
m,1985,1,2,6,7,8,2,1,0.23,-0.5,32,u
f,1987,1,2,11,6,1,1,3,0.08,0.03,32,u
f,1982,3,2,16,2,9,2,3,-0.15,-0.23,,u
m,1993,3,2,6,5,1,2,3,-0.13,-0.35,32,u
m,1993,3,2,6,5,1,2,3,0,-0.55,32,u
f,1969,1,1,16,,8,,1,0.23,-0.45,32,u
f,1992,1,2,2,1,1,10,1,-0.28,-0.65,32,u
m,1980,1,1,13,1,1,1,1,0,-0.13,32,u
f,1981,1,1,8,2,8,2,1,-0.18,-0.25,,u
f,1976,1,4,10,3,1,2,1,0,0.08,32,u
m,1983,1,1,6,5,1,1,1,-0.1,-0.33,32,u
f,1983,1,1,13,1,1,1,1,-0.18,-0.45,32,u
m,1980,1,1,4,4,1,5,1,-0.25,-0.03,32,u
m,1987,1,2,8,2,8,10,1,-0.08,-0.4,32,u
f,1957,2,1,5,5,2,1,3,-0.03,0.18,21,u
m,1996,3,2,9,3,8,,2,0.3,0.35,,u
m,1982,1,2,6,4,8,2,2,-0.03,-0.18,32,u
f,1974,1,4,5,6,1,2,3,-0.38,-0.33,32,u
f,1986,5,1,16,5,6,11,4,0.2,0.4,,u
m,1987,1,1,6,5,8,5,3,0.05,-0.03,,u
f,1976,1,1,13,1,8,2,1,-0.1,-0.65,,u
f,1995,3,2,9,1,1,8,1,-0.35,0.3,23,u
f,1975,3,1,8,4,1,10,2,0.05,-0.6,12,u
m,1977,1,2,13,1,1,3,2,-0.08,-0.2,53,u
f,1960,1,3,1,2,1,10,1,-0.6,0.05,65,u
m,1994,3,2,9,1,8,11,1,-0.55,-0.45,,u
m,1947,1,1,5,,2,5,1,0.1,-0.38,12,u
m,1979,1,1,3,3,1,11,2,0.08,-0.35,14,u
f,1979,1,2,3,2,1,4,1,-0.25,-0.18,12,u
f,1994,3,2,9,1,1,1,3,-0.03,0.03,32,u
m,1993,5,2,9,4,8,2,2,0.15,-0.73,32,u
m,1969,5,1,4,5,2,11,1,-0.28,0.15,26,u
m,1993,1,2,7,4,2,3,2,0.08,-0.08,7,u
m,1991,1,2,6,5,1,2,1,-0.15,0,46,u
m,1991,3,2,7,6,2,11,3,0.08,-0.18,0,u
m,1993,1,2,9,3,8,2,2,0.13,-0.85,32,u
m,,3,2,7,4,2,10,2,0.08,-0.08,,u
m,1986,1,3,16,7,1,,1,-0.03,0.1,,u
m,1994,1,2,7,3,8,1,1,0.05,0.13,0,u
f,1991,1,2,9,2,1,2,1,-0.3,-0.45,32,u
m,1998,3,2,3,6,8,11,2,0.1,-0.1,0,u
m,1991,1,2,6,7,8,10,3,-0.03,-0.63,0,u
m,1993,1,2,8,5,8,1,1,0.08,-0.13,0,u
f,1993,1,2,9,1,8,2,1,0.13,-0.53,0,u
f,1998,5,2,9,,1,,2,-0.08,-0.18,32,u
m,1970,3,1,13,,1,11,1,-0.3,0,,u
m,,5,3,5,7,3,4,2,0.3,-0.1,46,u
m,1960,1,1,4,5,1,11,3,-0.18,-0.25,,u
f,1997,3,2,9,1,1,,3,-0.25,0.05,14,u
f,1977,1,1,3,6,9,5,1,0.08,0.05,46,u
f,1996,3,4,9,2,1,2,1,-0.13,-0.28,,u
m,1984,1,2,16,4,8,2,1,-0.18,-0.15,32,u
,,,,5,,,,,-0.13,-0.55,,u
m,1960,1,1,11,5,1,11,2,0,-0.2,,u
,,,,5,,,,,-0.4,-0.8,0,u
m,1979,2,1,11,6,8,11,3,-0.08,-0.48,32,u
f,1995,3,2,9,1,8,2,3,0.05,-0.25,32,u
f,1981,1,2,11,3,1,10,2,0.3,-0.3,,u
m,1980,2,3,6,5,2,10,3,-0.03,-0.35,26,u
m,1988,1,1,11,5,2,2,3,0.1,-0.25,32,u
f,1995,3,2,8,2,8,1,1,-0.43,0.18,74,u
f,1985,1,1,8,4,1,11,1,0.05,-0.65,,u
m,1987,1,2,6,6,1,11,3,-0.23,-0.43,32,u
m,,1,1,6,5,1,1,3,-0.05,-0.23,,u
m,1979,1,1,6,5,8,5,3,-0.2,-0.38,,u
m,1986,2,1,3,6,1,7,1,-0.08,-0.3,32,u
m,1990,1,2,8,6,8,11,2,-0.23,-0.85,32,u
m,1989,1,2,6,6,8,5,2,0.13,-0.73,32,u
f,1981,1,2,3,4,8,2,1,-0.25,-0.43,32,u
f,1993,3,2,9,3,1,11,4,-0.2,-0.28,32,u
m,1978,1,1,7,7,8,5,1,0.08,-0.23,,u
m,1985,1,1,6,5,8,1,3,-0.18,0.1,32,u
f,1988,1,2,2,4,8,11,3,-0.05,-0.6,,u
m,1994,1,2,3,2,2,11,1,0.38,-0.63,32,u
f,1989,1,2,11,3,9,10,1,-0.05,-0.23,32,u
f,1990,1,2,3,4,1,11,2,-0.23,-0.13,32,u
m,1982,1,1,6,4,1,2,1,0.03,-0.4,32,u
m,1987,1,3,3,5,1,2,2,-0.25,-0.33,32,u
f,1956,1,1,7,3,1,1,1,-0.08,-0.55,32,u
m,1994,1,2,6,5,8,2,4,0.28,-0.63,32,u
m,1978,1,1,3,4,3,11,1,-0.4,-0.08,32,u
m,1983,1,3,7,7,8,1,2,0.05,-0.85,32,u
f,1985,1,1,16,2,8,2,3,-0.2,-0.53,32,u
f,1981,1,1,10,2,1,3,3,-0.1,-0.45,32,u
m,1978,1,1,10,4,8,10,1,-0.13,-0.4,56,u
f,1985,1,1,3,3,1,8,3,-0.23,-0.03,,u
m,1989,1,2,3,4,8,1,2,-0.1,-0.33,32,u
f,1972,1,2,9,2,1,5,1,0.2,-0.7,32,u
,,,,5,,,,,-0.08,-0.33,32,u
f,1989,1,2,3,3,8,10,1,0.1,-0.7,32,u
m,1992,3,2,9,2,1,2,3,0.03,0.03,32,u
m,1987,1,2,6,5,1,11,1,0.25,-0.18,32,u
f,1971,1,1,7,6,8,5,2,0.15,-0.53,,u
m,1979,1,1,11,7,8,5,2,-0.1,-0.08,32,u
