sex,birth,education,family,job,rich,religion,voting,politics,x,y,location,lang
m,1982,3,1,7,6,8,2,1,0.23,-0.6,32,u
f,1998,5,2,9,,1,,3,-0.28,-0.08,,u
m,1979,1,1,6,4,8,11,3,-0.1,-0.7,,u
f,1987,1,3,8,5,1,1,3,-0.28,-0.03,0,u
f,1969,1,1,2,,8,11,4,0.2,-0.4,,u
f,1980,1,1,3,6,2,11,3,-0.05,0.18,,u
f,,1,1,5,,,,1,-0.38,-0.33,0,u
m,1974,1,1,16,5,8,6,3,-0.13,-0.45,0,u
m,1994,1,2,9,7,6,6,2,-0.15,0.6,0,u
m,1980,1,1,6,7,8,10,1,0,-0.55,,u
m,,5,1,2,7,1,11,3,0,-0.35,0,u
f,1968,1,3,12,2,4,2,1,-0.08,-0.35,0,u
m,1987,2,2,10,6,8,11,1,-0.13,-0.55,0,u
f,1959,2,1,6,6,8,1,3,0.2,-0.5,43,u
f,1984,1,1,7,5,8,1,1,-0.03,-0.38,0,u
f,,1,4,6,5,8,11,2,-0.23,-0.78,,u
f,1981,1,3,3,4,8,2,2,-0.1,-0.75,0,u
f,1978,1,1,2,7,9,11,3,-0.1,-0.48,0,u
m,,3,2,4,3,8,2,1,0.1,-0.48,43,u
f,1976,1,1,7,6,9,11,1,-0.25,0.1,51,u
m,1973,1,1,8,5,1,2,2,-0.25,-0.28,,u
f,1974,1,1,12,,1,,3,-0.35,-0.28,51,u
m,1976,1,1,4,3,8,1,1,0,-0.1,51,u
f,1972,1,1,2,3,1,2,2,0,-0.53,51,u
f,1995,3,2,9,1,1,6,4,0.33,-0.55,51,u
f,1963,1,3,1,2,1,2,2,-0.45,-0.15,,u
m,1990,3,2,6,,3,2,3,0.13,-0.7,51,u
m,1973,5,2,15,3,1,11,1,-0.28,-0.13,,u
m,1978,1,1,5,3,,,3,-0.1,-0.15,,u
f,1968,1,1,2,3,1,11,3,-0.1,-0.25,,u
m,1982,1,1,6,7,8,6,1,0.28,-0.75,51,u
f,1968,1,1,4,,9,6,,-0.28,-0.33,,u
m,1979,1,1,7,6,1,1,2,0.1,-0.45,51,u
f,1978,1,3,7,5,8,1,1,-0.1,-0.55,51,u
m,1992,1,1,7,5,5,5,1,0.18,-0.18,,u
m,1977,1,1,7,6,1,1,1,0.05,-0.25,,u
m,1986,3,2,6,7,8,11,1,0.43,-0.68,51,u
m,1960,1,1,6,3,8,2,3,0.13,-0.4,51,u
f,1959,1,1,14,2,1,2,2,-0.23,-0.03,51,u
f,1968,1,3,5,2,3,11,3,-0.48,-0.58,51,u
m,1980,1,3,11,3,8,1,1,-0.2,-0.08,51,u
m,1977,1,1,4,4,8,5,1,0.23,-0.25,51,u
m,1985,2,1,7,6,1,2,1,-0.1,-0.13,0,u
m,1995,1,2,7,4,9,11,3,0.43,0.05,0,u
m,1973,2,1,4,7,8,6,2,0.35,-0.88,0,u
m,1988,1,3,5,4,1,11,3,-0.35,-0.08,0,u
f,1955,3,3,5,,8,6,2,0.03,-0.78,0,u
m,1977,1,3,11,7,8,2,1,0.23,-0.58,,u
m,1975,1,2,8,6,8,11,1,-0.2,-0.5,,u
f,1983,1,4,4,6,8,11,3,-0.38,-0.18,,u
m,1970,1,2,7,7,8,11,2,0,-0.4,,u
f,1991,1,2,8,5,1,1,3,-0.38,0.03,12,u
m,1964,2,1,11,6,1,11,4,0.15,-0.15,0,u
m,1960,1,2,10,3,1,11,1,0.28,-0.3,0,u
f,,2,3,1,5,1,11,1,-0.38,-0.53,0,u
m,,1,2,7,7,5,11,2,0.73,-0.38,0,u
f,1977,1,4,7,7,8,11,3,-0.2,-0.78,0,u
m,1991,1,2,9,3,8,11,1,0.38,0.1,0,u
,,,,5,,,,,0.35,0,,u
m,1969,1,1,14,4,1,1,3,0.05,-0.63,,u
m,1978,2,1,16,7,8,11,1,0.18,-0.43,0,u
m,1950,2,1,5,2,8,11,1,0.25,-0.43,0,u
m,1993,3,2,13,3,8,11,1,-0.8,-0.5,0,u
f,1964,1,1,7,5,8,1,1,0.5,-0.8,,u
m,1967,3,4,6,4,3,11,1,-0.13,-0.7,0,u
m,,1,1,3,6,1,11,2,0.68,-0.55,0,u
f,1987,1,2,14,6,8,11,4,-0.5,-0.65,,u
m,1973,1,1,6,6,8,11,3,0.1,-0.9,0,u
,,,,5,,,,,0.1,0,,u
m,1973,1,1,5,,,,,0.25,-0.48,,u
m,,1,1,5,7,5,11,3,0.25,-0.8,,u
m,1966,2,1,10,3,1,1,1,0,0.18,,u
m,,4,2,5,6,8,3,4,-0.03,0,,u
m,,6,4,6,7,9,11,3,-0.08,-0.5,,u
m,1975,1,1,7,6,8,11,2,0.65,-0.85,51,u
m,,1,3,6,4,8,1,2,-0.08,-0.35,51,u
m,1976,1,1,7,,8,11,1,-0.25,-0.45,51,u
f,,1,1,12,1,1,1,3,0,-0.2,51,u
m,,1,2,5,3,8,11,1,-0.6,-0.35,51,u
m,1981,1,3,11,2,1,10,3,0.25,0.25,51,u
m,1989,1,1,6,3,8,10,1,0.05,-0.1,51,u
m,1973,1,1,2,3,9,2,1,0,-0.23,51,u
f,1985,1,1,11,3,8,1,3,0.08,-0.33,51,u
f,1972,1,1,5,,,,,-0.05,0.03,51,u
m,1993,3,2,13,,8,11,1,0.75,-0.35,51,u
f,1966,1,1,7,7,8,5,1,0.15,-0.28,,u
m,,1,1,16,2,1,6,2,-0.33,-0.25,0,u
m,,1,1,8,4,8,11,1,0,-0.38,,u
m,1990,1,2,14,4,1,11,1,-0.23,-0.03,0,u
m,1980,1,1,16,2,9,11,3,-0.23,-0.23,0,u
m,,1,3,5,2,8,11,2,0.5,-0.75,,u
m,1982,1,1,7,5,8,6,2,0.2,-0.7,,u
m,1968,1,1,5,5,8,11,1,-0.25,-0.38,0,u
m,1986,1,2,6,7,1,11,2,-0.23,-0.2,,u
f,1988,1,2,7,,8,6,3,-0.25,-0.6,,u
f,1970,2,2,16,4,2,11,4,-0.15,-0.05,0,u
m,1986,1,4,6,6,9,1,3,-0.08,-0.53,,u
f,1995,3,2,9,1,8,11,3,0.2,-0.73,0,u
m,1990,1,2,16,6,8,2,2,-0.43,-0.8,,u
m,1964,5,1,13,,8,11,3,0.18,-0.28,,u
m,1987,1,2,6,6,8,11,1,0.03,-0.7,0,u
m,1979,1,1,6,5,6,11,2,-0.18,-0.13,0,u
m,1997,3,2,9,1,8,6,1,0,-0.63,0,u
m,1982,1,2,11,5,1,10,2,0.08,-0.73,0,u
f,1985,1,2,14,6,8,11,2,-0.78,-0.8,,u
m,1983,3,1,2,3,8,10,3,-0.15,-0.4,0,u
m,1978,1,1,10,5,8,11,1,0.65,-0.83,,u
m,1981,1,1,7,6,1,11,1,-0.05,-0.43,0,u
f,1990,3,2,2,4,8,11,3,-0.1,-0.7,0,u
f,1967,1,1,7,3,8,11,2,0,-0.48,,u
m,1986,1,1,10,5,6,11,1,-0.08,0.25,,u
m,1988,2,4,10,5,8,6,1,0.13,-0.43,,u
m,1979,1,1,7,4,3,11,1,-0.25,-0.6,0,u
m,1967,1,1,1,5,1,11,2,0.15,-0.45,0,u
m,,1,4,16,6,1,2,1,-0.2,-0.2,0,u
m,1978,2,1,8,6,3,11,3,-0.28,-0.43,0,u
m,1975,1,1,5,4,1,7,2,-0.18,-0.23,0,u
,,1,1,7,6,8,11,1,-0.3,-0.2,0,u
m,1981,1,1,1,4,8,11,3,-0.2,-0.38,0,u
m,1975,1,1,14,4,8,11,1,-0.13,-0.35,0,u
m,1974,1,1,10,7,8,10,2,-0.18,-0.2,0,u
m,1977,1,3,6,5,8,11,1,0.03,-0.33,0,u
m,1989,1,2,2,6,6,11,1,0.15,-0.9,0,u
m,1993,1,2,16,2,8,2,2,-0.15,-0.8,,u
m,1955,2,1,7,3,1,2,3,-0.08,-0.15,32,u
m,1990,1,2,14,5,8,2,2,0.4,-0.48,32,u
m,1973,1,1,16,5,1,11,3,0.13,0,32,u
f,1982,1,1,7,5,1,10,1,-0.1,-0.75,32,u
m,1982,1,1,13,2,8,10,1,-0.2,-0.3,14,u
m,,1,2,16,3,1,1,1,-0.33,0.03,,u
m,1990,2,2,10,1,8,1,2,-0.08,0.05,32,u
m,1974,3,1,8,4,1,6,3,0.08,-0.7,32,u
f,1983,1,2,16,5,1,1,1,-0.05,-0.45,32,u
f,1992,1,4,3,4,8,11,2,0.28,-0.38,32,u
m,1968,1,1,11,7,8,11,2,0.25,-0.25,32,u
f,,,,5,,,,,0.08,-0.28,,u
f,1990,1,1,3,3,1,10,1,-0.08,-0.53,,u
f,1976,1,1,7,5,1,1,4,-0.43,0,,u
m,1983,1,1,2,3,1,11,3,0.13,-0.38,32,u
m,1990,1,2,10,1,1,11,1,-0.53,-0.15,,u
m,1991,1,2,6,4,8,5,1,0.23,-0.13,32,u
m,1985,1,2,8,3,1,11,1,-0.1,-0.18,32,u
f,1973,1,2,7,3,1,1,1,-0.03,-0.3,12,u
m,1988,1,2,2,2,8,11,2,0.18,-0.58,32,u
m,1988,1,2,2,2,8,11,2,0.2,-0.6,32,u
f,1986,3,1,14,3,1,11,1,-0.43,-0.35,,u
m,1984,1,2,11,5,1,1,1,0.2,-0.18,32,u
f,1990,1,2,3,3,8,1,1,-0.28,-0.65,32,u
m,,3,2,5,2,4,1,1,0.05,0.03,,u
m,1990,3,1,6,2,8,2,2,0.45,-0.8,32,u
m,1973,1,1,6,2,1,2,3,-0.05,-0.15,32,u
m,1986,1,1,16,5,1,5,2,-0.08,-0.5,32,u
m,1983,1,2,7,6,8,10,1,0.58,-0.43,32,u
m,1990,1,2,6,6,8,2,3,-0.03,-0.48,32,u
m,1990,1,1,8,3,8,11,1,0.13,-0.68,32,u
f,1987,1,1,3,1,1,11,3,-0.18,-0.13,18,u
m,1984,1,1,13,,8,10,1,0.63,-0.63,,u
f,1988,1,1,3,3,8,1,2,-0.43,-0.33,,u
m,1974,1,1,11,4,1,11,1,-0.43,-0.1,,u
m,1981,1,2,6,7,8,11,4,0.65,-0.58,,u
m,1978,1,1,14,3,8,10,1,-0.08,-0.33,56,u
m,1995,5,1,7,3,4,10,3,0.48,-0.65,56,u
f,1964,1,1,3,2,2,3,1,-0.05,-0.1,,u
m,,1,2,3,3,8,5,2,-0.2,-0.5,68,u
m,1988,1,2,9,1,8,11,2,0.05,-0.7,,u
m,1992,1,2,2,3,8,10,2,0.15,-0.88,59,u
f,1996,3,2,3,1,1,6,1,-0.43,-0.53,59,u
f,1987,1,2,3,3,1,1,2,-0.25,0.05,59,u
m,1985,1,2,6,2,8,4,4,-0.13,-0.33,53,u
f,1991,1,1,14,1,1,11,3,0.03,-0.48,,u
m,1997,5,2,9,2,8,11,1,0.15,-0.9,65,u
f,1970,1,1,6,1,1,3,2,-0.33,-0.4,,u
m,,1,1,3,4,4,2,1,0.33,-0.2,65,u
f,1971,1,3,12,1,9,10,1,-0.28,0.03,,u
f,1974,5,1,7,2,4,10,1,-0.28,-0.18,12,u
m,1978,1,1,14,3,8,1,1,-0.03,0,,u
m,1991,1,1,3,2,1,6,1,0,-0.38,12,u
m,1987,1,1,6,4,2,2,1,0.1,-0.05,46,u
f,1961,3,1,6,2,1,10,2,-0.33,-0.13,12,u
m,1991,3,2,2,1,8,10,3,0.23,-0.65,12,u
f,1994,3,2,9,1,1,11,1,-0.38,-0.18,51,u
m,1978,1,1,2,4,1,11,3,-0.23,0.05,,u
m,1966,3,3,14,3,1,2,2,-0.03,-0.35,51,u
m,1992,1,2,9,1,8,11,2,-0.25,-0.43,51,u
m,1985,1,2,6,2,8,5,2,-0.1,-0.33,51,u
m,1984,1,4,4,2,8,5,2,0.18,-0.68,51,u
m,1983,1,1,5,,1,1,1,-0.2,-0.45,51,u
m,,1,1,13,2,3,1,3,-0.48,-0.13,51,u
m,1997,3,2,6,1,1,11,3,0.15,-0.48,51,u
f,1992,1,2,10,1,1,2,3,-0.13,-0.38,51,u
f,1989,1,1,16,1,8,2,4,-0.33,-0.1,46,u
m,1987,3,1,2,3,8,3,1,-0.18,0.05,46,u
m,1987,3,2,6,7,8,2,2,-0.25,-0.55,9,u
m,1970,1,1,16,3,8,10,1,0.55,-0.25,9,u
f,1994,3,2,9,1,1,2,1,-0.2,-0.35,68,u
m,1997,3,2,9,1,1,11,2,0.08,-0.23,46,u
m,1990,1,2,6,4,8,11,1,0.65,-0.63,,u
m,1992,3,1,16,2,2,11,3,0.25,0.15,46,u
f,1993,1,2,5,,8,6,3,-0.33,-0.35,,u
m,1978,2,1,10,5,9,2,2,-0.38,-0.53,,u
f,,1,1,5,1,4,11,1,-0.03,-0.13,,u
m,1985,1,2,6,4,1,2,3,0.2,0.08,46,u
m,1997,5,2,9,1,9,11,3,-0.25,0,46,u
m,1972,1,1,7,6,8,11,2,-0.03,-0.28,56,u
f,1992,1,2,16,1,1,2,2,-0.3,0.43,7,u
f,1977,1,1,1,2,1,2,1,-0.23,0.4,,u
f,1991,1,1,2,1,2,10,3,-0.15,0.1,,u
m,1969,5,1,13,1,4,11,1,-0.08,0.2,,u
f,1993,3,2,9,2,2,2,1,-0.23,-0.8,46,u
m,1985,1,2,16,2,8,10,1,0.65,-0.03,46,u
m,1980,1,1,6,3,8,11,1,0.08,-0.73,14,u
m,1982,1,1,6,1,8,11,2,-0.38,-0.25,46,u
m,,1,1,16,4,9,10,1,-0.05,-0.18,,u
f,1988,1,1,16,2,8,2,3,-0.38,-0.53,46,u
f,1988,1,1,13,1,1,11,3,-0.48,-0.28,7,u
m,1980,1,2,16,2,8,2,3,0.28,-0.5,,u
f,1952,1,3,5,1,9,10,1,-0.15,-0.23,,u
m,1983,1,1,6,6,1,2,1,0.08,-0.45,63,u
m,1978,3,2,4,4,8,5,3,-0.03,-0.18,63,u
m,1980,1,2,16,2,9,2,1,0.15,-0.48,63,u
f,1981,1,3,7,4,8,10,1,-0.1,-0.55,63,u
f,1961,1,2,16,2,1,10,3,-0.35,-0.45,63,u
m,,1,1,4,2,8,1,1,0.03,-0.28,63,u
m,1990,5,2,8,4,8,11,3,-0.2,-0.05,63,u
m,1992,1,2,13,1,8,10,1,-0.4,-0.43,46,u
f,,2,3,5,2,8,10,3,-0.1,-0.3,63,u
m,1992,1,2,6,2,1,1,1,-0.13,-0.4,63,u
m,1987,3,4,6,6,8,2,3,-0.08,-0.6,63,u
m,1996,3,2,7,1,1,2,2,0.1,-0.35,63,u
m,1963,1,3,6,3,8,1,2,0.05,-0.78,63,u
m,,2,1,3,3,8,11,1,-0.03,-0.18,,u
m,1996,3,2,9,2,9,11,3,-0.48,-0.43,63,u
f,1989,1,2,6,6,8,2,3,-0.13,-0.7,63,u
m,1983,1,1,3,1,4,6,1,-0.4,0.2,,u
m,1982,1,1,6,3,8,1,3,0.1,-0.38,,u
m,1997,5,2,9,1,8,11,1,-0.5,0.05,63,u
m,1978,1,1,11,2,1,2,1,-0.15,-0.33,63,u
m,1961,1,1,14,5,8,5,2,0.33,-0.25,63,u
m,1980,1,1,6,3,8,1,1,0.25,-0.43,63,u
f,1955,1,1,5,1,1,1,1,-0.13,-0.1,63,u
m,1990,1,2,6,1,8,11,3,-0.08,-0.05,63,u
m,1993,5,2,5,1,8,11,3,0,-0.8,,u
m,,1,1,1,3,8,2,1,0,-0.43,,u
f,1971,2,1,3,3,1,11,1,-0.1,-0.55,63,u
f,1981,1,2,8,2,1,10,1,-0.2,0,63,u
m,1975,1,1,11,3,1,1,1,-0.2,0.08,,u
m,1988,3,1,11,,,,,0.4,-0.38,23,u
m,1973,1,1,16,4,8,6,1,0.03,-0.8,,u
m,1980,3,4,6,4,8,11,2,0.25,-0.33,23,u
m,1991,1,2,6,4,8,1,2,-0.03,-0.68,23,u
m,1977,1,1,11,6,8,10,2,0.2,0.03,12,u
m,1979,1,1,7,3,8,1,1,0.25,-0.3,,u
f,1963,1,1,5,1,1,2,3,-0.18,-0.03,23,u
f,,1,2,6,2,8,6,3,-0.3,-0.55,0,u
m,1975,1,1,6,2,8,11,1,-0.05,-0.45,14,u
m,,1,1,6,7,9,1,1,0.1,-0.13,23,u
m,1979,1,1,6,3,8,6,1,-0.18,-0.4,,u
f,,3,3,12,1,3,11,3,-0.33,-0.6,,u
m,1987,1,2,6,7,8,2,3,-0.18,-0.68,12,u
m,1984,1,2,3,2,8,1,1,0.65,-0.7,12,u
m,1988,3,1,16,3,8,3,2,-0.23,0.45,12,u
f,1990,1,2,6,6,8,2,3,0.08,-0.03,,u
m,1966,1,1,5,2,8,10,1,0.03,-0.15,12,u
f,1967,1,1,3,3,1,2,2,-0.08,-0.4,12,u
f,1961,1,3,13,1,8,2,1,0.03,-0.83,12,u
m,1991,1,1,2,3,8,11,3,-0.13,-0.8,12,u
m,,1,1,6,,,,,-0.03,-0.43,12,u
m,1990,1,2,7,3,8,2,3,0.03,0.05,,u
m,1970,1,1,13,3,1,10,1,-0.08,0.05,12,u
m,1976,1,1,6,5,8,1,3,0.03,-0.4,12,u
m,1953,3,4,5,1,8,1,2,0.1,-0.23,,u
f,1976,1,2,11,4,8,11,2,-0.23,-0.25,,u
m,1987,1,1,6,3,4,11,3,0.65,-0.4,12,u
f,1985,1,1,6,4,8,5,1,-0.1,-0.35,12,u
m,1985,1,4,7,6,1,10,1,0.1,-0.58,12,u
m,1990,5,1,6,7,8,2,3,0.3,-0.75,12,u
m,1989,1,2,7,5,1,2,1,0.65,-0.58,12,u
m,,1,1,6,4,8,1,3,-0.08,-0.4,,u
f,1964,1,3,16,6,8,1,3,-0.08,-0.3,12,u
m,1989,1,2,16,6,8,11,1,0,-0.53,12,u
m,,1,1,8,3,8,11,3,0.23,-0.38,12,u
m,1967,3,3,11,3,9,11,4,-0.18,-0.48,43,u
m,1991,1,2,6,6,8,2,1,0.35,-0.53,12,u
f,1974,1,1,12,2,8,10,2,0.03,-0.78,12,u
f,1975,1,2,8,,8,,1,0.33,-0.43,23,u
f,1985,1,1,6,6,8,11,3,0.03,-0.4,,u
m,1991,1,2,6,3,1,10,1,0.3,-0.35,46,u
m,1982,3,1,6,3,8,1,1,-0.23,-0.6,63,u
m,1988,1,2,8,3,8,11,1,-0.05,-0.15,0,u
m,1984,1,1,6,6,8,11,2,0.13,-0.68,0,u
m,1987,1,1,5,5,8,11,2,-0.38,-0.58,,u
m,1966,1,3,4,5,8,11,3,0.1,-0.2,0,u
m,1972,5,3,4,3,1,11,2,-0.2,0.15,43,u
m,1980,1,2,6,2,8,11,2,-0.55,-0.8,0,u
m,1954,1,1,5,3,9,1,2,0.13,-0.83,0,u
m,1964,1,1,16,4,1,6,3,0.25,-0.4,0,u
m,,1,3,7,5,8,11,1,0.1,-0.25,0,u
f,1986,1,1,5,7,8,11,3,0.13,-0.73,,u
m,,1,1,6,7,8,11,1,0.33,-0.03,0,u
m,,3,2,9,1,1,6,2,-0.25,0.1,,u
f,,1,2,5,5,8,6,,-0.08,-0.45,,u
f,1974,1,1,12,,1,,1,-0.03,-0.55,0,u
m,1984,1,2,7,4,8,6,3,0,-0.4,0,u
m,1974,1,1,15,6,8,11,1,0.18,-0.23,,u
m,1982,5,1,6,5,8,11,4,0.05,-0.45,0,u
m,1996,3,2,6,6,8,3,1,0.03,-0.38,56,u
f,1965,1,1,3,3,1,11,3,0.2,-0.55,0,u
m,1986,1,1,6,7,8,10,3,0.15,0.13,0,u
m,1979,1,1,7,7,3,5,1,-0.05,-0.45,0,u
m,,1,1,4,5,8,6,1,0.15,-0.48,0,u
m,,1,2,14,4,8,6,2,-0.1,-0.78,0,u
m,1993,5,2,9,5,8,11,3,-0.05,0.18,0,u
m,,1,2,14,4,8,11,1,0,-0.68,0,u
m,1980,2,1,10,,8,11,1,-0.08,-0.4,0,u
m,1996,3,2,9,3,8,11,3,-0.28,-0.08,,u
m,1973,1,3,4,5,1,11,3,-0.13,-0.1,,u
m,,1,2,5,6,1,11,1,0.2,-0.33,32,u
m,1986,1,1,8,3,1,11,3,-0.03,-0.3,14,u
f,1987,2,2,3,2,2,1,1,0.18,-0.18,,u
f,1960,1,1,2,2,2,3,2,-0.05,-0.15,68,u
m,,1,2,7,2,1,2,2,-0.13,-0.65,,u
f,,1,1,8,1,1,3,1,-0.13,0.03,,u
f,1995,3,1,9,1,1,,3,-0.48,-0.08,68,u
m,1994,3,2,6,4,2,4,2,0.3,0,68,u
m,1988,2,1,13,1,1,2,1,0.03,0.13,68,u
m,1989,5,2,13,1,8,2,2,0.2,-0.35,68,u
m,1981,1,2,6,4,8,11,1,-0.78,-0.38,26,u
f,1986,1,1,3,1,1,2,3,-0.25,0.58,68,u
m,1972,1,1,6,1,4,1,1,0.03,-0.1,35,u
m,,1,1,5,2,8,10,3,0.48,-0.3,35,u
f,1975,1,1,16,2,1,4,1,-0.33,-0.23,,u
m,1978,1,1,7,2,8,1,1,0.33,-0.6,35,u
m,,1,1,5,2,1,11,2,-0.3,-0.23,,u
m,1989,3,2,6,1,9,6,1,-0.1,-0.35,35,u
m,1988,1,2,6,,8,11,3,0.28,-0.4,35,u
f,1981,1,1,3,1,1,11,3,-0.53,-0.1,9,u
m,,3,4,2,2,8,11,1,-0.55,-0.18,,u
m,,5,2,13,1,8,11,2,-0.2,-0.13,46,u
f,1994,1,2,8,2,1,2,3,-0.23,-0.25,46,u
m,1972,1,1,3,1,2,10,1,-0.03,-0.3,,u
m,1976,1,1,8,4,2,10,1,0.05,-0.38,46,u
f,1979,2,1,3,5,1,11,3,-0.05,-0.53,,u
f,1955,1,1,16,2,2,10,1,-0.33,-0.13,,u
m,1987,3,1,6,7,8,5,1,-0.1,-0.53,32,u
f,1984,1,1,8,2,1,11,2,-0.45,-0.18,,u
m,1961,1,3,11,,1,,3,-0.03,-0.45,0,u
m,1975,5,1,8,2,8,2,2,-0.35,0.18,65,u
f,1986,2,1,6,6,1,1,1,-0.03,-0.3,,u
f,1986,1,1,14,2,8,11,3,0.08,-0.4,,u
m,1984,1,2,9,1,8,11,1,0.1,-0.8,0,u
m,,1,3,7,7,8,5,1,0,-0.83,18,u
m,1961,2,1,7,7,4,11,1,0.28,-0.28,0,u
m,,1,1,2,1,1,11,1,-0.03,-0.05,,u
f,1994,3,2,9,1,1,11,4,-0.45,-0.3,63,u
m,1994,1,2,9,6,1,5,2,0.1,-0.05,0,u
m,1971,3,1,4,4,1,11,3,-0.03,-0.13,0,u
m,1968,1,1,7,7,8,6,1,0.6,-0.55,0,u
f,1983,1,1,12,1,8,11,1,-0.18,-0.48,,u
m,1959,1,2,5,4,8,2,1,-0.08,-0.43,0,u
m,1993,1,1,7,6,8,11,3,-0.08,-0.73,,u
m,1988,3,2,6,4,8,11,1,0.3,-0.33,0,u
m,1988,1,2,6,5,8,11,1,-0.25,-0.43,0,u
m,1980,1,1,5,6,8,1,1,0.28,-0.53,,u
m,1987,1,2,7,7,8,11,1,-0.35,-0.65,0,u
m,1980,1,2,9,7,3,2,3,0,-0.1,32,u
f,1994,1,2,6,4,1,11,1,-0.25,-0.48,46,u
f,1983,3,1,6,6,9,10,1,-0.2,-0.63,46,u
f,1956,5,1,5,1,1,2,1,-0.28,-0.18,,u
m,1988,1,2,10,2,8,10,1,0.1,-0.45,,u
f,1973,3,3,8,1,8,11,4,-0.25,0.08,,u
f,1990,1,2,14,2,1,6,3,-0.38,0.23,26,u
m,1982,1,2,1,3,8,2,1,0.58,-0.43,,u
m,1985,1,1,5,3,2,10,1,-0.05,-0.23,68,u
f,1975,1,1,7,2,8,1,3,0.18,-0.25,46,u
m,1989,1,1,3,2,1,10,3,0.1,0.03,46,u
m,1982,1,1,3,3,2,1,2,-0.03,-0.4,46,u
f,1985,1,1,8,3,1,1,1,0.2,-0.83,,u
m,1988,1,4,8,1,8,10,2,0,-0.3,46,u
m,1991,1,2,4,2,8,2,3,-0.08,-0.55,46,u
m,1986,1,1,6,6,8,10,1,0.2,-0.43,46,u
f,1986,1,1,6,6,1,1,3,0.05,-0.15,,u
m,1975,1,1,16,3,9,2,3,0.03,-0.6,46,u
f,1998,3,2,9,1,1,11,2,-0.4,-0.33,26,u
m,1984,2,2,3,3,2,3,1,0.35,-0.2,,u
m,1982,1,1,6,7,8,2,2,0.08,-0.83,46,u
f,1980,1,1,16,2,8,2,3,-0.2,-0.15,46,u
f,1972,1,3,8,1,1,2,1,-0.48,-0.1,,u
m,1986,3,1,6,5,8,2,1,0.1,-0.75,46,u
m,1980,1,1,6,5,9,10,1,0.25,-0.45,56,u
m,1996,3,2,3,1,9,10,1,0.1,-0.45,7,u
m,1966,1,1,7,4,1,10,1,0.4,-0.8,7,u
m,1966,1,1,7,4,1,10,1,0.4,-0.8,,u
f,1969,1,1,1,1,1,1,3,-0.15,-0.43,,u
m,1977,1,2,6,3,8,1,1,0.08,-0.23,68,u
m,1995,3,2,9,1,2,11,2,-0.28,0.28,21,u
m,1958,1,1,11,3,9,5,2,-0.05,-0.18,68,u
m,,3,2,9,,1,6,2,0,-0.25,68,u
m,1987,1,2,6,2,1,2,1,-0.05,-0.28,46,u
m,1980,1,2,6,2,8,11,1,-0.33,-0.55,,u
m,1980,1,4,16,2,8,5,2,-0.1,-0.25,46,u
m,1961,3,1,5,2,8,2,3,-0.1,-0.23,56,u
f,1991,1,1,7,1,1,6,4,-0.28,0.1,63,u
f,1992,1,2,3,3,1,8,1,-0.15,-0.75,63,u
m,1979,1,2,6,5,9,1,2,0.23,-0.65,63,u
f,1985,1,3,14,5,8,10,1,0.03,-0.2,12,u
m,,1,1,7,5,1,6,1,-0.08,-0.28,32,u
m,1992,3,2,7,3,8,10,1,0.65,-0.5,32,u
,,,,5,,,,,-0.1,-0.28,,u
m,1976,1,1,3,2,8,10,1,0.35,-0.53,32,u
m,1993,1,1,9,1,9,11,3,-0.1,-0.35,32,u
m,1986,1,1,7,3,8,10,,-0.18,-0.6,32,u
f,1969,,,5,,,,,-0.05,-0.15,32,u
m,1973,1,1,6,6,9,3,1,0.08,-0.03,32,u
f,1995,3,2,2,1,8,1,3,-0.23,-0.53,32,u
f,1995,3,2,9,1,9,6,3,-0.18,-0.48,32,u
f,1990,3,3,2,2,8,11,1,-0.15,-0.73,32,u
f,1990,1,1,10,2,8,10,2,-0.15,-0.75,,u
m,,1,1,5,2,8,8,1,-0.05,-0.25,32,u
f,1986,1,1,3,3,1,11,3,-0.38,-0.25,,u
m,1988,1,3,13,1,5,11,1,-0.08,-0.4,32,u
f,1988,1,2,2,3,8,11,3,-0.3,-0.18,32,u
f,1983,1,1,3,4,8,10,1,0.2,-0.63,,u
m,1984,1,1,6,7,1,1,3,0,-0.18,32,u
m,1968,1,1,6,5,8,6,3,0.7,-0.68,,u
m,,,,5,,,,,0,-0.08,32,u
m,1990,3,2,16,2,9,10,1,0.08,0.05,32,u
f,1972,3,1,12,6,1,4,1,-0.28,-0.28,32,u
f,1988,1,2,3,1,8,10,2,-0.25,-0.13,,u
m,1990,1,2,3,4,1,1,2,-0.1,-0.38,,u
m,1987,3,2,6,5,8,1,1,0.25,-0.33,32,u
f,1996,3,4,6,1,8,1,3,-0.3,-0.45,18,u
m,1981,1,1,6,6,1,11,3,-0.33,-0.63,32,u
f,1983,1,1,16,3,1,11,4,-0.23,-0.3,,u
f,1989,1,1,11,2,1,11,3,-0.13,-0.38,26,u
f,1975,1,1,11,6,1,2,2,-0.15,-0.2,,u
m,1995,3,2,6,2,8,2,3,-0.25,-0.68,,u
m,1995,3,2,6,2,1,2,3,-0.05,-0.65,,u
m,,2,1,7,4,8,11,1,-0.03,-0.1,32,u
f,1987,2,1,10,3,8,11,4,-0.23,-0.28,,u
m,1981,1,2,7,4,8,6,3,0.2,-0.95,0,u
m,1962,1,1,4,3,8,11,1,0.13,-0.7,0,u
m,,1,1,5,4,8,1,1,-0.15,-0.55,,u
m,1985,1,2,4,5,8,11,1,-1,-0.65,,u
