year,country,gdp,%,countryu,gdpu,%_ukr
1992,Albania,2066.211,4.1,Ukraine,6136.614,14.1
1993,Albania,2329.818,4.1,Ukraine,5368.863,14.1
1994,Albania,2656.173,4.1,Ukraine,4269.102,14.1
1995,Albania,2949.167,4.1,Ukraine,3861.047,14.1
1996,Albania,3248.64,4.1,Ukraine,3577.554,14.1
1997,Albania,2964.635,4.1,Ukraine,3553.328,14.1
1998,Albania,3287.405,4.1,Ukraine,3557.193,14.1
1999,Albania,3812.416,4.1,Ukraine,3635.86,14.1
2000,Albania,4184.049,4.1,Ukraine,3975.704,14.1
2001,Albania,4662.758,4.1,Ukraine,4480.447,14.1
2002,Albania,4949.487,4.1,Ukraine,4834.009,14.1
2003,Albania,5357.95,4.1,Ukraine,5442.968,14.1
2004,Albania,5841.979,4.1,Ukraine,6297.662,14.1
2005,Albania,6410.75,4.1,Ukraine,6750.262,14.1
2006,Albania,7010.694,4.1,Ukraine,7530.139,14.1
2007,Albania,7680.078,4.1,Ukraine,8415.153,14.1
2008,Albania,8485.749,4.1,Ukraine,8816.413,14.1
2009,Albania,8896.741,4.1,Ukraine,7568.509,14.1
2010,Albania,9385.744,4.1,Ukraine,7712.059,14.1
2011,Albania,9851.203,4.1,Ukraine,8327.929,14.1
2012,Albania,10190.762,4.1,Ukraine,8516.684,14.1
2013,Albania,10485.118,4.1,Ukraine,9151.217,14.1
2014,Albania,10884.084,4.1,Ukraine,8242.064,14.1
2015,Albania,11300.824,4.1,Ukraine,7518.823,14.1
2016,Albania,11999.71688,4.1,Ukraine,8661.693253645,14.1
2017,Albania,12741.83238,4.1,Ukraine,9978.2811778173,14.1
2018,Albania,13529.84359,4.1,Ukraine,11494.9920700185,14.1
2019,Albania,14366.58889,4.1,Ukraine,13242.2448651315,14.1
2020,Albania,15255.08221,4.1,Ukraine,15255.0822131901,14.1
2021,Albania,16198.52389,4.1,Ukraine,16198.5238904995,14.1
2022,Albania,17200.31217,4.1,Ukraine,17200.3121690298,14.1
2023,Albania,18264.05546,4.1,Ukraine,18264.0554603616,14.1
2024,Albania,19393.58534,4.1,Ukraine,19393.5853361887,14.1
2025,Albania,20592.97033,4.1,Ukraine,20592.9703295254,14.1
2026,Albania,21866.53059,4.1,Ukraine,21866.5305894414,14.1
2027,Albania,23218.85344,4.1,Ukraine,23218.8534421104,14.1
2028,Albania,24654.80991,4.1,Ukraine,24654.8099142221,14.1
2029,Albania,26179.57228,4.1,Ukraine,26179.572278276,14.1
2030,Albania,27798.63268,4.1,Ukraine,27798.6326829525,14.1
2031,Albania,29517.82294,4.1,Ukraine,29517.8229356695,14.1
2032,Albania,31343.33551,4.1,Ukraine,31343.3355085793,14.1
2033,Albania,33281.74584,4.1,Ukraine,33281.7458436688,14.1
2034,Albania,35340.03604,4.1,Ukraine,35340.0360373059,14.1
2035,Albania,37525.61999,4.1,Ukraine,37525.6199895435,14.1
2036,Albania,39846.37011,4.1,Ukraine,39846.3701087661,14.1
2037,Albania,42310.64567,4.1,Ukraine,42310.6456678715,14.1
2038,Albania,44927.32291,4.1,Ukraine,44927.3229141224,14.1
2039,Albania,47705.82704,4.1,Ukraine,47705.8270411257,14.1
2040,Albania,50656.16614,4.1,Ukraine,50656.1661380988,14.1
1992,Bosnia and Herzegovina,n/a,4,Ukraine,6136.614,12
1993,Bosnia and Herzegovina,n/a,4,Ukraine,5368.863,12
1994,Bosnia and Herzegovina,n/a,4,Ukraine,4269.102,12
1995,Bosnia and Herzegovina,n/a,4,Ukraine,3861.047,12
1996,Bosnia and Herzegovina,3088.649,4,Ukraine,3577.554,12
1997,Bosnia and Herzegovina,3745.398,4,Ukraine,3553.328,12
1998,Bosnia and Herzegovina,4429.315,4,Ukraine,3557.193,12
1999,Bosnia and Herzegovina,4885.589,4,Ukraine,3635.86,12
2000,Bosnia and Herzegovina,5141.396,4,Ukraine,3975.704,12
2001,Bosnia and Herzegovina,5358.694,4,Ukraine,4480.447,12
2002,Bosnia and Herzegovina,5671.112,4,Ukraine,4834.009,12
2003,Bosnia and Herzegovina,5960.29,4,Ukraine,5442.968,12
2004,Bosnia and Herzegovina,6456.396,4,Ukraine,6297.662,12
2005,Bosnia and Herzegovina,6891.944,4,Ukraine,6750.262,12
2006,Bosnia and Herzegovina,7507.576,4,Ukraine,7530.139,12
2007,Bosnia and Herzegovina,8174.838,4,Ukraine,8415.153,12
2008,Bosnia and Herzegovina,8813.826,4,Ukraine,8816.413,12
2009,Bosnia and Herzegovina,8823.552,4,Ukraine,7568.509,12
2010,Bosnia and Herzegovina,9016.51,4,Ukraine,7712.059,12
2011,Bosnia and Herzegovina,9302.659,4,Ukraine,8327.929,12
2012,Bosnia and Herzegovina,9400.895,4,Ukraine,8516.684,12
2013,Bosnia and Herzegovina,9798.346,4,Ukraine,9151.217,12
2014,Bosnia and Herzegovina,10084.465,4,Ukraine,8242.064,12
2015,Bosnia and Herzegovina,10491.799,4,Ukraine,7518.823,12
2016,Bosnia and Herzegovina,11098.36919,4,Ukraine,8501.5690585909,12
2017,Bosnia and Herzegovina,11740.00746,4,Ukraine,9612.7647183595,12
2018,Bosnia and Herzegovina,12418.74125,4,Ukraine,10869.1989553576,12
2019,Bosnia and Herzegovina,13136.71519,4,Ukraine,12289.8551449524,12
2020,Bosnia and Herzegovina,13896.19788,4,Ukraine,13896.1978802921,12
2021,Bosnia and Herzegovina,14699.58911,4,Ukraine,14699.5891121477,12
2022,Bosnia and Herzegovina,15549.4274,4,Ukraine,15549.4273993045,12
2023,Bosnia and Herzegovina,16448.39802,4,Ukraine,16448.398019944,12
2024,Bosnia and Herzegovina,17399.3415,4,Ukraine,17399.3414982342,12
2025,Bosnia and Herzegovina,18405.26258,4,Ukraine,18405.262579681,12
2026,Bosnia and Herzegovina,19469.33973,4,Ukraine,19469.339725379,12
2027,Bosnia and Herzegovina,20594.93516,4,Ukraine,20594.9351551598,12
2028,Bosnia and Herzegovina,21785.60547,4,Ukraine,21785.6054713731,12
2029,Bosnia and Herzegovina,23045.1129,4,Ukraine,23045.1128968674,12
2030,Bosnia and Herzegovina,24377.43716,4,Ukraine,24377.4371626813,12
2031,Bosnia and Herzegovina,25786.78808,4,Ukraine,25786.7880830064,12
2032,Bosnia and Herzegovina,27277.61886,4,Ukraine,27277.6188571555,12
2033,Bosnia and Herzegovina,28854.64014,4,Ukraine,28854.6401405684,12
2034,Bosnia and Herzegovina,30522.83493,4,Ukraine,30522.834929314,12
2035,Bosnia and Herzegovina,32287.47431,4,Ukraine,32287.4743051222,12
2036,Bosnia and Herzegovina,34154.13409,4,Ukraine,34154.1340906946,12
2037,Bosnia and Herzegovina,36128.71247,4,Ukraine,36128.7124679209,12
2038,Bosnia and Herzegovina,38217.44861,4,Ukraine,38217.4486146711,12
2039,Bosnia and Herzegovina,40426.94242,4,Ukraine,40426.9424190493,12
2040,Bosnia and Herzegovina,42764.17533,4,Ukraine,42764.1753334032,12
1992,Bulgaria,7439.989,2.6,Ukraine,6136.614,25
1993,Bulgaria,6802.592,2.6,Ukraine,5368.863,25
1994,Bulgaria,6762.062,2.6,Ukraine,4269.102,25
1995,Bulgaria,6858.054,2.6,Ukraine,3861.047,25
1996,Bulgaria,6477.179,2.6,Ukraine,3577.554,25
1997,Bulgaria,6529.767,2.6,Ukraine,3553.328,25
1998,Bulgaria,6970.185,2.6,Ukraine,3557.193,25
1999,Bulgaria,7075.35,2.6,Ukraine,3635.86,25
2000,Bulgaria,7522.017,2.6,Ukraine,3975.704,25
2001,Bulgaria,8282.895,2.6,Ukraine,4480.447,25
2002,Bulgaria,8967.661,2.6,Ukraine,4834.009,25
2003,Bulgaria,9665.833,2.6,Ukraine,5442.968,25
2004,Bulgaria,10637.525,2.6,Ukraine,6297.662,25
2005,Bulgaria,11838.732,2.6,Ukraine,6750.262,25
2006,Bulgaria,13093.492,2.6,Ukraine,7530.139,25
2007,Bulgaria,14547.596,2.6,Ukraine,8415.153,25
2008,Bulgaria,15739.985,2.6,Ukraine,8816.413,25
2009,Bulgaria,15276.326,2.6,Ukraine,7568.509,25
2010,Bulgaria,15592.709,2.6,Ukraine,7712.059,25
2011,Bulgaria,16558.624,2.6,Ukraine,8327.929,25
2012,Bulgaria,17008.513,2.6,Ukraine,8516.684,25
2013,Bulgaria,17613.039,2.6,Ukraine,9151.217,25
2014,Bulgaria,18270.913,2.6,Ukraine,8242.064,25
2015,Bulgaria,19097.265,2.6,Ukraine,7518.823,25
2016,Bulgaria,20005.26356,2.6,Ukraine,9490.459206864,25
2017,Bulgaria,20956.43382,2.6,Ukraine,11979.1110865557,25
2018,Bulgaria,21952.82843,2.6,Ukraine,15120.3539571885,25
2019,Bulgaria,22996.59761,2.6,Ukraine,19085.3146062944,25
2020,Bulgaria,24089.99384,2.6,Ukraine,24089.9938356314,25
2021,Bulgaria,25235.37668,2.6,Ukraine,25235.3766825403,25
2022,Bulgaria,26435.2179,2.6,Ukraine,26435.2179022884,25
2023,Bulgaria,27692.10677,2.6,Ukraine,27692.1067726706,25
2024,Bulgaria,29008.75568,2.6,Ukraine,29008.755681284,25
2025,Bulgaria,30388.00598,2.6,Ukraine,30388.0059789063,25
2026,Bulgaria,31832.83411,2.6,Ukraine,31832.8341111794,25
2027,Bulgaria,33346.35804,2.6,Ukraine,33346.3580418295,25
2028,Bulgaria,34931.84398,2.6,Ukraine,34931.8439812863,25
2029,Bulgaria,36592.71344,2.6,Ukraine,36592.7134352205,25
2030,Bulgaria,38332.55059,2.6,Ukraine,38332.5505882115,25
2031,Bulgaria,40155.11004,2.6,Ukraine,40155.1100384787,25
2032,Bulgaria,42064.3249,2.6,Ukraine,42064.3249003682,25
2033,Bulgaria,44064.31529,2.6,Ukraine,44064.3152920811,25
2034,Bulgaria,46159.39723,2.6,Ukraine,46159.3972269583,25
2035,Bulgaria,48354.09193,2.6,Ukraine,48354.0919275113,25
2036,Bulgaria,50653.13558,2.6,Ukraine,50653.1355822967,25
2037,Bulgaria,53061.48957,2.6,Ukraine,53061.4895666926,25
2038,Bulgaria,55584.35115,2.6,Ukraine,55584.3511496306,25
2039,Bulgaria,58227.16471,2.6,Ukraine,58227.1647093909,25
2040,Bulgaria,60995.63348,2.6,Ukraine,60995.6334826636,25
1992,Croatia,8097.401,2,Ukraine,6136.614,27.3
1993,Croatia,7801.084,2,Ukraine,5368.863,27.3
1994,Croatia,8623.483,2,Ukraine,4269.102,27.3
1995,Croatia,9537.931,2,Ukraine,3861.047,27.3
1996,Croatia,10184.642,2,Ukraine,3577.554,27.3
1997,Croatia,10728.243,2,Ukraine,3553.328,27.3
1998,Croatia,11293.668,2,Ukraine,3557.193,27.3
1999,Croatia,11235.563,2,Ukraine,3635.86,27.3
2000,Croatia,12444.109,2,Ukraine,3975.704,27.3
2001,Croatia,13397.308,2,Ukraine,4480.447,27.3
2002,Croatia,14316.598,2,Ukraine,4834.009,27.3
2003,Croatia,15410.135,2,Ukraine,5442.968,27.3
2004,Croatia,15986.611,2,Ukraine,6297.662,27.3
2005,Croatia,17176.382,2,Ukraine,6750.262,27.3
2006,Croatia,18559.646,2,Ukraine,7530.139,27.3
2007,Croatia,20052.848,2,Ukraine,8415.153,27.3
2008,Croatia,20875.524,2,Ukraine,8816.413,27.3
2009,Croatia,19502.97,2,Ukraine,7568.509,27.3
2010,Croatia,19453.626,2,Ukraine,7712.059,27.3
2011,Croatia,20437.793,2,Ukraine,8327.929,27.3
2012,Croatia,20416.19,2,Ukraine,8516.684,27.3
2013,Croatia,20586.204,2,Ukraine,9151.217,27.3
2014,Croatia,20937.455,2,Ukraine,8242.064,27.3
2015,Croatia,21581.431,2,Ukraine,7518.823,27.3
2016,Croatia,22472.03191,2,Ukraine,9667.1407431046,27.3
2017,Croatia,23399.38525,2,Ukraine,12429.2871566458,27.3
2018,Croatia,24365.00769,2,Ukraine,15980.6486041442,27.3
2019,Croatia,25370.47846,2,Ukraine,20546.7237654565,27.3
2020,Croatia,26417.44199,2,Ukraine,26417.441991966,27.3
2021,Croatia,27507.61057,2,Ukraine,27507.6105706485,27.3
2022,Croatia,28642.76714,2,Ukraine,28642.7671360674,27.3
2023,Croatia,29824.76821,2,Ukraine,29824.7682074715,27.3
2024,Croatia,31055.54692,2,Ukraine,31055.5469170893,27.3
2025,Croatia,32337.11617,2,Ukraine,32337.1161717168,27.3
2026,Croatia,33671.57194,2,Ukraine,33671.571944775,27.3
2027,Croatia,35061.0967,2,Ukraine,35061.0967042201,27.3
2028,Croatia,36507.96298,2,Ukraine,36507.9629819131,27.3
2029,Croatia,38014.53709,2,Ukraine,38014.5370902877,27.3
2030,Croatia,39583.28299,2,Ukraine,39583.2829923926,27.3
2031,Croatia,41216.76633,2,Ukraine,41216.7663316397,27.3
2032,Croatia,42917.65863,2,Ukraine,42917.6586278475,27.3
2033,Croatia,44688.74165,2,Ukraine,44688.7416464429,27.3
2034,Croatia,46532.91195,2,Ukraine,46532.9119479666,27.3
2035,Croatia,48453.18563,2,Ukraine,48453.1856253234,27.3
2036,Croatia,50452.70324,2,Ukraine,50452.7032365236,27.3
2037,Croatia,52534.73494,2,Ukraine,52534.7349409852,27.3
2038,Croatia,54702.68585,2,Ukraine,54702.6858477948,27.3
2039,Croatia,56960.10158,2,Ukraine,56960.1015846758,27.3
2040,Croatia,59310.6741,2,Ukraine,59310.6740967706,27.3
1992,Hungary,9901.499,2.1,Ukraine,6136.614,32.9
1993,Hungary,10087.023,2.1,Ukraine,5368.863,32.9
1994,Hungary,10620.719,2.1,Ukraine,4269.102,32.9
1995,Hungary,11132.055,2.1,Ukraine,3861.047,32.9
1996,Hungary,11357.705,2.1,Ukraine,3577.554,32.9
1997,Hungary,11971.029,2.1,Ukraine,3553.328,32.9
1998,Hungary,12636.113,2.1,Ukraine,3557.193,32.9
1999,Hungary,13280.587,2.1,Ukraine,3635.86,32.9
2000,Hungary,14199.891,2.1,Ukraine,3975.704,32.9
2001,Hungary,15115.073,2.1,Ukraine,4480.447,32.9
2002,Hungary,16074.195,2.1,Ukraine,4834.009,32.9
2003,Hungary,17080.301,2.1,Ukraine,5442.968,32.9
2004,Hungary,18462.071,2.1,Ukraine,6297.662,32.9
2005,Hungary,19923.287,2.1,Ukraine,6750.262,32.9
2006,Hungary,21361.554,2.1,Ukraine,7530.139,32.9
2007,Hungary,22047.422,2.1,Ukraine,8415.153,32.9
2008,Hungary,22715.987,2.1,Ukraine,8816.413,32.9
2009,Hungary,21417.07,2.1,Ukraine,7568.509,32.9
2010,Hungary,21876.932,2.1,Ukraine,7712.059,32.9
2011,Hungary,22784.669,2.1,Ukraine,8327.929,32.9
2012,Hungary,22936.521,2.1,Ukraine,8516.684,32.9
2013,Hungary,23806.059,2.1,Ukraine,9151.217,32.9
2014,Hungary,25166.986,2.1,Ukraine,8242.064,32.9
2015,Hungary,26221.99,2.1,Ukraine,7518.823,32.9
2016,Hungary,27403.25153,2.1,Ukraine,10087.6375170397,32.9
2017,Hungary,28637.72714,2.1,Ukraine,13534.0904653809,32.9
2018,Hungary,29927.81403,2.1,Ukraine,18158.0280234799,32.9
2019,Hungary,31276.01741,2.1,Ukraine,24361.7391611844,32.9
2020,Hungary,32684.95534,2.1,Ukraine,32684.9553371185,32.9
2021,Hungary,34157.36382,2.1,Ukraine,34157.3638192855,32.9
2022,Hungary,35696.10211,2.1,Ukraine,35696.1021071995,32.9
2023,Hungary,37304.15826,2.1,Ukraine,37304.1582596659,32.9
2024,Hungary,38984.65494,2.1,Ukraine,38984.6549430821,32.9
2025,Hungary,40740.8555,2.1,Ukraine,40740.8554953087,32.9
2026,Hungary,42576.17026,2.1,Ukraine,42576.1702627091,32.9
2027,Hungary,44494.16322,2.1,Ukraine,44494.163222663,32.9
2028,Hungary,46498.5589,2.1,Ukraine,46498.5589044149,32.9
2029,Hungary,48593.24962,2.1,Ukraine,48593.2496216959,32.9
2030,Hungary,50782.30303,2.1,Ukraine,50782.3030311644,32.9
2031,Hungary,53069.97003,2.1,Ukraine,53069.9700313438,32.9
2032,Hungary,55460.69302,2.1,Ukraine,55460.6930173949,32.9
2033,Hungary,57959.11451,2.1,Ukraine,57959.1145077537,32.9
2034,Hungary,60570.08616,2.1,Ukraine,60570.0861593868,32.9
2035,Hungary,63298.67819,2.1,Ukraine,63298.6781891697,32.9
2036,Hungary,66150.18922,2.1,Ukraine,66150.189219685,32.9
2037,Hungary,69130.15657,2.1,Ukraine,69130.1565685591,32.9
2038,Hungary,72244.367,2.1,Ukraine,72244.3670013171,32.9
2039,Hungary,75498.86797,2.1,Ukraine,75498.8679686391,32.9
2040,Hungary,78899.97935,2.1,Ukraine,78899.9793498375,32.9
1992,FYR Macedonia,6161.432,3.8,Ukraine,6136.614,18.7
1993,FYR Macedonia,5806.697,3.8,Ukraine,5368.863,18.7
1994,FYR Macedonia,5793.918,3.8,Ukraine,4269.102,18.7
1995,FYR Macedonia,5815.137,3.8,Ukraine,3861.047,18.7
1996,FYR Macedonia,5951.004,3.8,Ukraine,3577.554,18.7
1997,FYR Macedonia,6115.319,3.8,Ukraine,3553.328,18.7
1998,FYR Macedonia,6359.935,3.8,Ukraine,3557.193,18.7
1999,FYR Macedonia,6708.337,3.8,Ukraine,3635.86,18.7
2000,FYR Macedonia,7144.755,3.8,Ukraine,3975.704,18.7
2001,FYR Macedonia,7060.259,3.8,Ukraine,4480.447,18.7
2002,FYR Macedonia,7255.595,3.8,Ukraine,4834.009,18.7
2003,FYR Macedonia,7547.113,3.8,Ukraine,5442.968,18.7
2004,FYR Macedonia,8092.694,3.8,Ukraine,6297.662,18.7
2005,FYR Macedonia,8729.152,3.8,Ukraine,6750.262,18.7
2006,FYR Macedonia,9436.011,3.8,Ukraine,7530.139,18.7
2007,FYR Macedonia,10297.871,3.8,Ukraine,8415.153,18.7
2008,FYR Macedonia,11055.824,3.8,Ukraine,8816.413,18.7
2009,FYR Macedonia,11077.648,3.8,Ukraine,7568.509,18.7
2010,FYR Macedonia,11563.91,3.8,Ukraine,7712.059,18.7
2011,FYR Macedonia,12064.072,3.8,Ukraine,8327.929,18.7
2012,FYR Macedonia,12215.432,3.8,Ukraine,8516.684,18.7
2013,FYR Macedonia,12756.223,3.8,Ukraine,9151.217,18.7
2014,FYR Macedonia,13402.267,3.8,Ukraine,8242.064,18.7
2015,FYR Macedonia,14009.137,3.8,Ukraine,7518.823,18.7
2016,FYR Macedonia,14818.25853,3.8,Ukraine,9007.1615140064,18.7
2017,FYR Macedonia,15674.11224,3.8,Ukraine,10790.114162735,18.7
2018,FYR Macedonia,16579.39724,3.8,Ukraine,12925.9993244051,18.7
2019,FYR Macedonia,17536.96852,3.8,Ukraine,15484.6794032596,18.7
2020,FYR Macedonia,18549.84595,3.8,Ukraine,18549.8459503259,18.7
2021,FYR Macedonia,19621.22384,3.8,Ukraine,19621.223841343,18.7
2022,FYR Macedonia,20754.48098,3.8,Ukraine,20754.4809839957,18.7
2023,FYR Macedonia,21953.19132,3.8,Ukraine,21953.1913196682,18.7
2024,FYR Macedonia,23221.13521,3.8,Ukraine,23221.135208806,18.7
2025,FYR Macedonia,24562.31135,3.8,Ukraine,24562.3113529991,18.7
2026,FYR Macedonia,25980.94941,3.8,Ukraine,25980.9494056467,18.7
2027,FYR Macedonia,27481.52331,3.8,Ukraine,27481.5233109711,18.7
2028,FYR Macedonia,29068.76541,3.8,Ukraine,29068.7654134496,18.7
2029,FYR Macedonia,30747.68138,3.8,Ukraine,30747.6813821607,18.7
2030,FYR Macedonia,32523.566,3.8,Ukraine,32523.5659971113,18.7
2031,FYR Macedonia,34402.01985,3.8,Ukraine,34402.0198473294,18.7
2032,FYR Macedonia,36388.96699,3.8,Ukraine,36388.9669933846,18.7
2033,FYR Macedonia,38490.67365,3.8,Ukraine,38490.6736500364,18.7
2034,FYR Macedonia,40713.76795,3.8,Ukraine,40713.7679479317,18.7
2035,FYR Macedonia,43065.26084,3.8,Ukraine,43065.2608366719,18.7
2036,FYR Macedonia,45552.5682,3.8,Ukraine,45552.5681951725,18.7
2037,FYR Macedonia,48183.53422,3.8,Ukraine,48183.5342190441,18.7
2038,FYR Macedonia,50966.45616,3.8,Ukraine,50966.4561587514,18.7
2039,FYR Macedonia,53910.11049,3.8,Ukraine,53910.1104865665,18.7
2040,FYR Macedonia,57023.78057,3.8,Ukraine,57023.7805748395,18.7
1992,Montenegro,n/a,4.2,Ukraine,6136.614,22.8
1993,Montenegro,n/a,4.2,Ukraine,5368.863,22.8
1994,Montenegro,n/a,4.2,Ukraine,4269.102,22.8
1995,Montenegro,n/a,4.2,Ukraine,3861.047,22.8
1996,Montenegro,n/a,4.2,Ukraine,3577.554,22.8
1997,Montenegro,n/a,4.2,Ukraine,3553.328,22.8
1998,Montenegro,n/a,4.2,Ukraine,3557.193,22.8
1999,Montenegro,n/a,4.2,Ukraine,3635.86,22.8
2000,Montenegro,7778.577,4.2,Ukraine,3975.704,22.8
2001,Montenegro,8013.343,4.2,Ukraine,4480.447,22.8
2002,Montenegro,8288.518,4.2,Ukraine,4834.009,22.8
2003,Montenegro,8662.587,4.2,Ukraine,5442.968,22.8
2004,Montenegro,9289.708,4.2,Ukraine,6297.662,22.8
2005,Montenegro,9988.373,4.2,Ukraine,6750.262,22.8
2006,Montenegro,11177.403,4.2,Ukraine,7530.139,22.8
2007,Montenegro,12698.908,4.2,Ukraine,8415.153,22.8
2008,Montenegro,13816.883,4.2,Ukraine,8816.413,22.8
2009,Montenegro,13100.133,4.2,Ukraine,7568.509,22.8
2010,Montenegro,13562.042,4.2,Ukraine,7712.059,22.8
2011,Montenegro,14273.414,4.2,Ukraine,8327.929,22.8
2012,Montenegro,14129.008,4.2,Ukraine,8516.684,22.8
2013,Montenegro,14854.579,4.2,Ukraine,9151.217,22.8
2014,Montenegro,15353.089,4.2,Ukraine,8242.064,22.8
2015,Montenegro,16123.142,4.2,Ukraine,7518.823,22.8
2016,Montenegro,17164.89795,4.2,Ukraine,9323.9808253382,22.8
2017,Montenegro,18273.96433,4.2,Ukraine,11562.5302565674,22.8
2018,Montenegro,19454.69021,4.2,Ukraine,14338.5221868673,22.8
2019,Montenegro,20711.70571,4.2,Ukraine,17780.9885847875,22.8
2020,Montenegro,22049.94008,4.2,Ukraine,22049.9400797328,22.8
2021,Montenegro,23474.64107,4.2,Ukraine,23474.6410690174,22.8
2022,Montenegro,24991.3955,4.2,Ukraine,24991.3955016006,22.8
2023,Montenegro,26606.15118,4.2,Ukraine,26606.1511773977,22.8
2024,Montenegro,28325.2402,4.2,Ukraine,28325.2401983395,22.8
2025,Montenegro,30155.4038,4.2,Ukraine,30155.4037990737,22.8
2026,Montenegro,32103.81878,4.2,Ukraine,32103.8187820381,22.8
2027,Montenegro,34178.12566,4.2,Ukraine,34178.1256605689,22.8
2028,Montenegro,36386.45862,4.2,Ukraine,36386.458620406,22.8
2029,Montenegro,38737.47742,4.2,Ukraine,38737.4774170831,22.8
2030,Montenegro,41240.40133,4.2,Ukraine,41240.4013342885,22.8
2031,Montenegro,43905.04534,4.2,Ukraine,43905.0453363581,22.8
2032,Montenegro,46741.85856,4.2,Ukraine,46741.858556671,22.8
2033,Montenegro,49761.96527,4.2,Ukraine,49761.9652728747,22.8
2034,Montenegro,52977.20853,4.2,Ukraine,52977.2085296206,22.8
2035,Montenegro,56400.19658,4.2,Ukraine,56400.196579872,22.8
2036,Montenegro,60044.35233,4.2,Ukraine,60044.3523269004,22.8
2037,Montenegro,63923.96596,4.2,Ukraine,63923.9659608493,22.8
2038,Montenegro,68054.251,4.2,Ukraine,68054.2509962779,22.8
2039,Montenegro,72451.40393,4.2,Ukraine,72451.4039304275,22.8
2040,Montenegro,77132.66776,4.2,Ukraine,77132.6677561562,22.8
1992,Poland,6552.337,3.5,Ukraine,6136.614,34.7
1993,Poland,6974.894,3.5,Ukraine,5368.863,34.7
1994,Poland,7480.978,3.5,Ukraine,4269.102,34.7
1995,Poland,8150.862,3.5,Ukraine,3861.047,34.7
1996,Poland,8810.866,3.5,Ukraine,3577.554,34.7
1997,Poland,9589.353,3.5,Ukraine,3553.328,34.7
1998,Poland,10170.865,3.5,Ukraine,3557.193,34.7
1999,Poland,10791.763,3.5,Ukraine,3635.86,34.7
2000,Poland,11628.873,3.5,Ukraine,3975.704,34.7
2001,Poland,12040.196,3.5,Ukraine,4480.447,34.7
2002,Poland,12405.311,3.5,Ukraine,4834.009,34.7
2003,Poland,13111.532,3.5,Ukraine,5442.968,34.7
2004,Poland,14174.319,3.5,Ukraine,6297.662,34.7
2005,Poland,15155.94,3.5,Ukraine,6750.262,34.7
2006,Poland,16596.339,3.5,Ukraine,7530.139,34.7
2007,Poland,18280.105,3.5,Ukraine,8415.153,34.7
2008,Poland,19374.399,3.5,Ukraine,8816.413,34.7
2009,Poland,20025.136,3.5,Ukraine,7568.509,34.7
2010,Poland,21082.026,3.5,Ukraine,7712.059,34.7
2011,Poland,22571.272,3.5,Ukraine,8327.929,34.7
2012,Poland,23345.41,3.5,Ukraine,8516.684,34.7
2013,Poland,24026.826,3.5,Ukraine,9151.217,34.7
2014,Poland,25265.413,3.5,Ukraine,8242.064,34.7
2015,Poland,26455.273,3.5,Ukraine,7518.823,34.7
2016,Poland,27969.73317,3.5,Ukraine,10223.4720550326,34.7
2017,Poland,29570.89022,3.5,Ukraine,13901.029570723,34.7
2018,Poland,31263.7072,3.5,Ukraine,18901.4673377028,34.7
2019,Poland,33053.43128,3.5,Ukraine,25700.647977232,34.7
2020,Poland,34945.61002,3.5,Ukraine,34945.6100231992,34.7
2021,Poland,36946.10854,3.5,Ukraine,36946.108542054,34.7
2022,Poland,39061.12772,3.5,Ukraine,39061.1277209081,34.7
2023,Poland,41297.22342,3.5,Ukraine,41297.2234164361,34.7
2024,Poland,43661.32678,3.5,Ukraine,43661.3267822822,34.7
2025,Poland,46160.76575,3.5,Ukraine,46160.7657533348,34.7
2026,Poland,48803.28776,3.5,Ukraine,48803.2877598885,34.7
2027,Poland,51597.08374,3.5,Ukraine,51597.0837421044,34.7
2028,Poland,54550.81354,3.5,Ukraine,54550.8135392028,34.7
2029,Poland,57673.63273,3.5,Ukraine,57673.6327320871,34.7
2030,Poland,60975.22102,3.5,Ukraine,60975.2210226025,34.7
2031,Poland,64465.81224,3.5,Ukraine,64465.8122373953,34.7
2032,Poland,68156.22605,3.5,Ukraine,68156.2260493752,34.7
2033,Poland,72057.90152,3.5,Ukraine,72057.9015151058,34.7
2034,Poland,76182.93253,3.5,Ukraine,76182.9325320791,34.7
2035,Poland,80544.10533,3.5,Ukraine,80544.1053257793,34.7
2036,Poland,85154.93808,3.5,Ukraine,85154.9380827332,34.7
2037,Poland,90029.72285,3.5,Ukraine,90029.7228523962,34.7
2038,Poland,95183.56985,3.5,Ukraine,95183.5698477571,34.7
2039,Poland,100632.4543,3.5,Ukraine,100632.454281978,34.7
2040,Poland,106393.2659,3.5,Ukraine,106393.265886244,34.7
1992,Romania,6208.249,3.3,Ukraine,6136.614,28
1993,Romania,6488.575,3.3,Ukraine,5368.863,28
1994,Romania,6929.503,3.3,Ukraine,4269.102,28
1995,Romania,7624.227,3.3,Ukraine,3861.047,28
1996,Romania,8115.006,3.3,Ukraine,3577.554,28
1997,Romania,7795.73,3.3,Ukraine,3553.328,28
1998,Romania,7538.446,3.3,Ukraine,3557.193,28
1999,Romania,7601.822,3.3,Ukraine,3635.86,28
2000,Romania,8009.999,3.3,Ukraine,3975.704,28
2001,Romania,8661.023,3.3,Ukraine,4480.447,28
2002,Romania,9510.3,3.3,Ukraine,4834.009,28
2003,Romania,10314.96,3.3,Ukraine,5442.968,28
2004,Romania,11541.291,3.3,Ukraine,6297.662,28
2005,Romania,12490.085,3.3,Ukraine,6750.262,28
